지점번호,지점명,일자,일평균기온,강수량,일평균풍속,일조시간,전운량,강수계속시간,습도
202,양평,20201228,3.8,0.8,0.5,7.6,3.6,,83.8
119,수원,20201229,-0.3,0.2,2.5,0.0,8.8,5.05,82.3
232,천안,20201229,0.0,0.8,1.4,0.2,9.5,,86.9
108,서울,20201229,0.1,0.2,2.9,0.0,8.5,6.25,70.8
273,문경,20201229,1.0,0.0,2.4,2.5,8.3,,78.3
261,해남,20201229,2.4,4.4,2.5,1.9,8.4,,88.5
159,부산,20201229,8.2,6.6,2.5,3.9,7.8,6.17,72.0
201,강화,20201229,-1.5,0.2,2.0,0.0,9.1,,72.0
146,전주,20201229,1.9,3.2,2.1,1.4,8.8,6.88,90.4
192,진주,20201229,3.9,3.8,0.8,3.7,7.6,,87.0
138,포항,20201229,7.1,0.0,2.5,3.8,6.9,3.5,60.6
170,완도,20201229,5.9,5.4,1.9,2.4,8.4,,81.3
112,인천,20201229,-0.2,0.0,4.2,0.0,8.1,6.08,71.0
203,이천,20201229,-0.1,0.6,1.3,0.7,8.1,,80.0
131,청주,20201229,0.8,1.2,1.5,0.1,8.1,6.0,78.5
235,보령,20201230,-6.6,1.6,3.8,2.9,8.3,,69.8
152,울산,20201230,-4.3,0.0,4.4,8.9,1.9,2.33,45.9
108,서울,20201230,-10.9,0.0,4.1,8.3,0.8,,55.5
98,동두천,20201230,-11.6,0.0,3.0,8.4,0.1,,52.3
251,고창군,20201230,-6.4,0.0,3.2,0.1,9.4,,82.5
143,대구,20201230,-5.6,0.2,6.2,9.0,3.0,0.33,50.5
221,제천,20201230,-9.8,0.0,3.3,8.0,2.3,,51.3
156,광주,20201230,-5.1,5.1,1.6,1.0,9.8,22.38,89.0
119,수원,20201230,-10.0,0.0,4.6,9.0,0.3,,56.8
239,세종,20201230,-8.5,0.4,3.3,5.2,5.8,,64.0
184,제주,20201230,0.9,4.3,8.5,0.9,9.1,23.02,74.9
252,영광군,20201230,-4.6,3.7,4.7,1.5,9.5,,75.3
129,서산(농),20201230,-7.3,0.0,5.9,1.6,8.5,,60.5
266,광양시,20201230,-4.2,1.4,4.6,7.0,5.4,,60.0
203,이천,20201231,-9.1,0.0,1.2,6.3,1.3,,62.3
112,인천,20201231,-8.3,0.0,3.0,7.3,1.4,2.0,52.0
143,대구,20201231,-5.1,0.0,3.8,8.2,1.3,,50.4
119,수원,20201231,-8.7,0.0,1.7,5.5,1.9,3.0,65.8
108,서울,20201231,-8.9,0.0,2.4,6.0,0.4,0.33,53.9
133,대전,20201231,-7.7,0.0,1.0,7.7,1.9,3.17,71.1
239,세종,20201231,-8.6,0.0,1.3,6.9,4.3,,67.8
232,천안,20210101,-6.6,0.0,0.3,0.4,6.4,,93.0
119,수원,20210101,-4.6,0.0,1.3,4.8,4.8,2.08,83.3
203,이천,20210101,-5.7,0.0,0.9,4.9,2.3,,80.4
165,목포,20210101,1.3,0.0,3.0,4.6,6.9,4.62,68.5
133,대전,20210101,-4.6,2.1,0.5,2.7,5.9,11.67,88.8
106,동해,20210101,-1.1,0.0,2.6,8.9,0.3,,29.8
112,인천,20210101,-3.4,0.0,2.3,7.2,5.6,0.42,56.1
99,파주,20210101,-7.4,0.0,0.8,7.6,2.0,,74.4
108,서울,20210101,-4.2,0.0,2.0,6.5,3.9,,64.0
138,포항,20210101,-1.4,0.0,2.3,8.5,4.3,5.92,59.3
259,강진군,20210101,0.1,1.1,1.4,5.4,5.8,,73.1
129,서산(농),20210101,-4.5,0.0,0.5,0.2,7.4,,91.6
168,여수,20210101,0.8,0.0,3.7,8.1,2.9,1.32,61.0
143,대구,20210101,-1.8,0.0,1.9,7.4,4.5,0.5,66.4
253,김해시,20210102,-0.2,0.0,1.5,8.4,2.6,,48.1
202,양평,20210102,-3.5,0.0,2.1,8.9,0.0,,34.5
108,서울,20210102,-5.0,0.0,2.6,9.0,0.0,,38.5
236,부여,20210102,-4.5,0.0,0.9,8.6,2.4,,77.3
98,동두천,20210102,-6.3,0.0,1.8,8.6,0.0,,40.0
119,수원,20210102,-4.5,0.0,2.3,8.9,0.0,,47.8
143,대구,20210102,-0.9,0.0,3.1,8.7,2.0,1.47,50.9
266,광양시,20210102,0.7,0.0,2.3,8.5,3.3,,54.5
114,원주,20210102,-4.9,0.0,1.0,8.6,0.0,,53.4
203,이천,20210102,-4.2,0.0,1.3,8.5,0.0,,42.8
146,전주,20210102,-1.3,0.0,2.0,7.8,2.8,4.37,57.8
232,천안,20210102,-6.2,0.0,1.0,8.6,0.1,,71.3
283,경주시,20210102,-2.2,0.0,3.0,8.4,0.9,,51.0
108,서울,20210103,-5.6,0.0,2.0,5.5,2.9,,45.0
98,동두천,20210103,-7.7,0.0,1.1,7.2,1.0,,50.3
112,인천,20210103,-4.9,0.0,2.0,5.9,3.0,,39.4
130,울진,20210103,-1.3,0.0,3.4,6.2,4.6,,27.3
232,천안,20210103,-5.8,0.0,0.9,5.9,4.8,,65.1
99,파주,20210103,-8.6,0.0,0.8,7.2,1.0,,55.4
177,홍성,20210103,-4.6,0.0,0.8,4.8,4.6,,70.4
140,군산,20210103,-2.6,0.0,1.0,3.4,7.8,,59.0
236,부여,20210103,-5.1,0.0,0.4,3.9,6.9,,75.9
131,청주,20210103,-4.0,0.0,1.0,5.8,3.4,,50.8
129,서산(농),20210103,-4.6,0.0,1.0,4.2,5.3,,64.3
119,수원,20210103,-5.5,0.0,1.7,5.4,2.8,,57.1
239,세종,20210103,-4.6,0.0,0.8,4.2,5.8,,59.1
257,양산시,20210104,1.3,0.0,1.6,8.0,2.5,,55.9
108,서울,20210104,-3.5,0.0,1.7,4.6,4.8,2.33,51.4
129,서산(농),20210104,-2.5,0.3,1.4,3.2,7.0,,66.1
119,수원,20210104,-3.6,0.0,1.2,3.0,5.3,2.68,68.0
152,울산,20210104,0.8,0.0,2.0,8.8,2.3,,47.0
232,천안,20210104,-4.5,0.0,0.7,4.3,5.6,,69.9
201,강화,20210104,-4.6,0.0,1.3,4.3,5.9,,52.0
174,순천,20210104,0.5,0.0,1.4,7.1,3.3,,67.4
253,김해시,20210105,0.6,0.0,1.6,3.9,5.1,,44.6
98,동두천,20210105,-6.7,0.0,1.8,8.7,0.9,,55.5
95,철원,20210105,-8.5,0.0,1.1,8.2,2.4,,68.4
192,진주,20210105,-0.4,0.0,1.2,3.7,5.9,,51.9
99,파주,20210105,-7.9,0.0,1.8,8.7,0.4,,61.3
108,서울,20210105,-5.5,0.0,2.9,8.6,2.6,5.42,52.8
129,서산(농),20210105,-4.0,0.0,2.4,7.4,3.8,,59.6
114,원주,20210105,-3.8,0.0,1.3,7.9,2.3,,46.5
203,이천,20210105,-4.1,0.1,1.5,7.8,2.0,,47.3
133,대전,20210105,-2.8,0.1,1.8,8.0,3.6,1.5,61.1
211,인제,20210105,-6.4,0.2,1.3,7.2,2.9,,54.1
156,광주,20210105,-0.2,0.0,1.9,3.0,8.0,0.62,64.9
232,천안,20210105,-4.2,0.2,1.7,7.9,1.9,,60.9
239,세종,20210105,-3.7,0.0,2.4,7.1,1.3,,55.1
119,수원,20210106,-7.2,5.7,2.2,9.1,2.5,4.77,61.8
152,울산,20210106,-3.2,0.0,3.0,9.1,3.8,,42.9
108,서울,20210106,-7.4,2.3,2.4,9.1,3.6,5.33,54.6
98,동두천,20210106,-9.2,1.9,1.5,8.3,4.6,,60.9
131,청주,20210106,-5.6,1.6,1.2,8.7,1.8,3.3,56.8
202,양평,20210106,-7.4,5.3,1.1,9.0,2.8,,56.8
112,인천,20210106,-7.1,2.1,3.7,9.0,2.9,5.83,49.4
261,해남,20210106,-2.6,0.2,1.9,5.4,8.8,,77.6
232,천안,20210106,-7.0,1.4,1.2,8.8,3.5,,67.1
133,대전,20210106,-5.3,2.2,1.3,8.6,2.5,3.5,66.5
138,포항,20210106,-3.0,0.0,3.3,8.8,1.8,,36.6
114,원주,20210107,-12.6,0.5,2.5,8.7,2.0,,38.9
177,홍성,20210107,-11.3,2.9,2.4,7.5,6.5,10.5,67.4
232,천안,20210107,-13.1,0.3,2.7,8.8,3.4,,58.9
108,서울,20210107,-14.5,0.0,4.1,,0.9,,49.9
119,수원,20210107,-13.8,0.0,4.0,9.4,0.3,,54.3
201,강화,20210107,-14.2,0.0,2.4,8.5,2.6,,53.4
143,대구,20210107,-8.7,0.2,5.3,9.2,1.8,1.75,40.3
140,군산,20210107,-10.0,4.4,4.0,4.9,6.5,,64.9
254,순창군,20210107,-10.7,4.6,3.5,5.4,7.6,,75.6
112,인천,20210107,-14.0,0.0,6.7,9.3,0.3,,47.6
203,이천,20210107,-14.3,0.5,2.3,8.9,2.6,,49.0
98,동두천,20210107,-15.7,0.0,3.4,8.7,0.6,,53.5
99,파주,20210108,-16.3,0.0,1.8,8.9,0.5,,48.9
294,거제,20210108,-6.2,0.0,2.1,7.5,1.3,,43.5
152,울산,20210108,-8.7,0.0,3.3,9.1,0.0,,35.5
133,대전,20210108,-13.5,0.0,1.2,8.9,1.6,,57.8
98,동두천,20210108,-16.1,0.0,2.0,8.8,0.1,,44.0
108,서울,20210108,-14.9,0.0,3.3,9.2,0.0,,44.0
119,수원,20210108,-14.4,0.0,2.6,9.3,0.0,,51.5
112,인천,20210108,-14.5,0.0,5.2,9.4,0.0,,42.6
131,청주,20210108,-13.2,0.0,1.5,8.6,1.3,,47.5
257,양산시,20210108,-7.5,0.0,3.3,8.1,0.0,,40.1
253,김해시,20210108,-9.5,0.0,2.7,9.3,0.0,,39.4
202,양평,20210108,-13.9,0.0,2.3,9.0,1.6,,45.0
232,천안,20210108,-14.1,0.0,1.3,9.2,0.1,,60.0
104,북강릉,20210109,-9.7,0.0,2.4,9.1,0.0,,29.6
202,양평,20210109,-12.9,0.0,1.7,9.0,1.0,,53.0
119,수원,20210109,-12.7,0.0,1.6,9.3,0.9,,60.1
108,서울,20210109,-12.2,0.0,2.6,9.0,0.8,,46.3
232,천안,20210109,-13.4,0.0,1.1,7.8,3.5,,72.0
201,강화,20210109,-12.1,0.0,1.7,8.5,4.8,,48.8
279,구미,20210109,-8.0,0.0,2.0,7.1,0.9,,42.8
98,동두천,20210109,-13.8,0.0,1.3,8.6,1.4,,53.3
108,서울,20210110,-7.7,0.0,1.3,6.2,3.0,,54.4
129,서산(농),20210110,-9.1,0.0,0.8,7.8,7.9,,66.6
119,수원,20210110,-8.9,0.0,1.0,7.8,2.4,0.37,68.0
255,북창원,20210110,-2.7,0.0,1.2,7.4,1.9,,56.3
232,천안,20210110,-10.1,0.0,0.6,7.5,2.9,,68.8
202,양평,20210110,-10.3,0.0,0.7,7.2,2.5,,63.4
159,부산,20210110,-2.3,0.0,2.3,9.4,0.9,,45.4
131,청주,20210111,-6.4,0.0,0.6,0.0,6.9,,64.0
112,인천,20210111,-6.0,0.0,1.5,0.0,8.0,0.75,54.5
108,서울,20210111,-6.7,0.0,1.9,0.0,6.9,,62.1
258,보성군(농),20210111,-0.4,0.0,2.1,1.1,8.0,,72.9
247,남원,20210111,-5.2,0.0,1.0,0.8,7.5,,82.6
99,파주,20210112,-7.3,1.4,1.1,2.7,5.1,,88.3
108,서울,20210112,-3.9,2.6,1.8,3.6,6.1,7.5,79.5
130,울진,20210112,-0.7,0.0,2.6,8.7,3.1,,44.1
129,서산(농),20210112,-3.5,1.1,1.3,4.9,6.1,,84.1
232,천안,20210112,-3.9,0.1,1.0,5.3,5.3,,85.5
143,대구,20210112,-1.5,0.0,1.3,8.9,1.4,,60.0
152,울산,20210112,0.1,0.0,2.0,9.0,0.6,,49.1
119,수원,20210112,-3.9,1.5,1.3,4.5,5.0,5.67,88.1
112,인천,20210112,-2.8,1.1,2.7,4.6,3.9,6.67,81.8
165,목포,20210112,1.0,0.2,1.9,6.5,6.5,4.22,71.0
257,양산시,20210112,-0.8,0.0,2.1,8.2,0.5,,62.4
260,장흥,20210112,-2.0,0.0,0.7,6.7,3.0,,77.1
201,강화,20210113,1.0,0.0,2.0,5.6,0.5,,80.1
192,진주,20210113,3.4,0.0,1.3,8.3,0.1,,67.4
119,수원,20210113,1.7,0.0,1.8,7.0,0.9,,87.8
202,양평,20210113,2.4,0.0,1.2,4.9,4.9,,82.5
232,천안,20210113,2.1,0.0,1.2,7.6,1.1,,82.3
106,동해,20210113,5.7,0.0,1.7,7.7,1.4,,43.3
129,서산(농),20210113,1.0,0.0,1.5,7.3,2.9,,84.9
156,광주,20210113,4.3,0.0,1.2,8.1,3.4,,77.5
108,서울,20210113,2.0,0.0,2.4,6.1,3.0,0.67,80.3
203,이천,20210113,1.5,0.0,1.0,5.8,4.0,,87.1
105,강릉,20210113,6.3,0.0,3.2,6.6,1.3,,47.9
257,양산시,20210113,3.9,0.0,2.3,7.9,0.0,,68.1
255,북창원,20210113,5.9,0.0,1.4,7.5,0.0,,60.9
131,청주,20210113,3.0,0.0,0.9,7.8,1.9,0.92,76.6
99,파주,20210113,-2.2,0.0,1.1,6.4,4.8,,84.1
119,수원,20210114,1.5,0.0,1.5,8.3,0.0,,54.0
177,홍성,20210114,1.0,0.0,0.7,8.6,0.0,,63.6
108,서울,20210114,1.7,0.0,2.3,8.0,0.0,,46.5
152,울산,20210114,6.8,0.0,1.6,9.1,0.5,,57.4
263,의령군,20210114,3.1,0.0,1.1,8.3,1.3,,63.3
203,이천,20210114,0.3,0.0,0.7,8.1,0.3,,55.4
112,인천,20210114,2.4,0.0,2.4,8.2,0.9,,36.1
232,천안,20210114,1.1,0.0,0.9,8.8,0.1,,62.9
245,정읍,20210114,3.7,0.0,0.8,6.3,2.4,,78.5
156,광주,20210114,6.6,0.0,0.8,8.5,0.1,,76.8
202,양평,20210114,0.1,0.0,1.0,7.9,1.4,,61.6
152,울산,20210115,10.8,0.0,2.3,7.2,5.6,,67.3
129,서산(농),20210115,4.3,0.1,2.8,0.0,8.6,,83.0
133,대전,20210115,6.1,0.0,1.7,0.8,8.8,,69.5
108,서울,20210115,4.5,0.2,3.0,0.0,8.5,0.42,67.4
254,순창군,20210115,5.8,0.0,2.3,0.4,9.5,,81.8
119,수원,20210115,4.0,0.0,2.5,0.9,8.6,0.33,74.3
236,부여,20210115,3.7,0.0,1.1,0.2,7.9,,77.6
185,고산,20210115,13.6,0.0,8.9,6.6,5.5,,76.3
257,양산시,20210115,9.6,0.0,2.6,5.4,7.9,,73.9
112,인천,20210115,4.5,0.0,4.8,0.4,8.0,,69.5
232,천안,20210115,3.6,0.0,1.6,0.3,9.1,,76.8
177,홍성,20210115,5.3,0.0,2.2,0.1,9.0,,78.0
99,파주,20210115,2.2,0.4,2.2,0.3,7.1,,68.1
146,전주,20210116,-1.5,0.0,3.0,4.7,6.4,,63.8
119,수원,20210116,-4.2,0.0,3.1,7.8,3.0,,67.9
108,서울,20210116,-4.9,0.0,3.3,8.9,0.8,,59.3
112,인천,20210116,-5.3,0.0,4.4,8.7,0.6,,59.3
203,이천,20210116,-2.9,0.0,2.3,5.9,3.5,,62.6
255,북창원,20210116,5.0,0.0,2.8,7.7,4.1,,44.9
288,밀양,20210116,3.7,0.0,1.5,7.9,4.1,,38.9
129,서산(농),20210116,-3.0,0.0,3.9,6.1,7.1,,63.0
133,대전,20210116,-1.1,0.0,2.5,6.2,5.6,,58.6
98,동두천,20210116,-5.7,0.0,2.0,8.5,0.8,,61.6
